Temps,Taille de la population
8148.033367024306,23
8108.49563110319,23
8068.0006483202815,23
8039.715442180919,23
8000.916710541243,23
7949.082177895563,23
7927.346864412337,23
7901.928122918665,23
7862.53984611271,23
7830.08623780891,23
7811.177550501006,23
7768.07723173375,23
7719.555111361512,23
7661.40472792729,23
7614.192287530572,23
7571.032219840286,23
7508.610513858726,23
7447.642904597428,23
7405.906396202707,23
7378.786832780906,23
7361.313816501416,23
7302.803133257993,23
7284.982539868049,23
7249.269687716024,23
7213.4228032907085,23
7171.336614644325,23
7128.365104273624,23
7099.980830160346,23
7070.9811385252915,23
7051.9125878818895,23
7018.741041126142,23
6994.846480530449,23
6969.396677378343,23
6946.26977379877,23
6895.346427796256,23
6849.201519037227,23
6815.182970170991,23
6761.352875896351,23
6704.061271168248,23
6684.5232248830425,23
6640.0934468515225,23
6605.133541011928,23
6570.613865995612,23
6541.952042497708,23
6515.185532888566,23
6451.3199135302275,23
6435.072105287299,23
6399.106497901186,23
6375.400276796868,23
6317.048393371601,23
6270.531577251119,23
6228.551466129318,23
6159.4198371264,23
6134.991112656059,23
6104.1776666518235,23
6081.384066486292,23
6058.377437485612,23
6003.6805423933665,23
5959.843311684997,23
5935.441648205419,23
5916.664207047055,23
5883.43982580319,23
5866.637115169719,23
5820.24209670814,23
5752.227239995203,23
5734.803225912053,23
5699.525363156319,23
5645.85324661782,23
5608.408545344883,23
5556.783130426033,23
5495.726003675704,23
5476.66270555617,23
5445.274138353789,23
5421.619487176048,23
5381.8618654133015,23
5350.155837885551,23
5308.56201666772,23
5290.521983872685,23
5253.202877015003,23
5214.3323561341585,23
5190.644077867722,23
5167.86282782329,23
5117.975256572799,23
5079.064670984072,23
5062.975880035738,23
5014.8952539719985,23
4996.890799341188,23
4959.952026700839,23
4927.2667732890895,23
4883.129418059128,23
4862.545308041346,23
4831.178325609682,23
4813.108080568352,23
4770.553745614269,23
4748.58010015986,23
4708.116188850036,23
4662.560782265385,23
4629.295498710018,23
4603.6333797683665,23
4573.8602965436785,23
4557.667134417505,23
4533.67386282983,23
4479.153478694093,23
4425.8871062658645,23
4396.213444628541,23
4371.86870813008,23
4326.3358250284755,23
4304.129632363691,23
4279.787821905183,23
4232.764789752416,23
4169.173013281898,23
4116.698137596722,23
4088.300229318053,23
4059.5964439093163,23
4029.3784695098425,23
4011.681183357916,23
3985.3780489286974,23
3961.282462309123,23
3917.452627202568,23
3899.937677061801,23
3868.730605452504,23
3824.002098678069,23
3791.2219747947615,23
3744.2117234462157,23
3702.972404263002,23
3682.0677753478076,23
3658.24469428556,23
3628.363753688818,23
3567.9936143735954,23
3547.805522987881,23
3501.6516133084647,23
3482.4113566868004,23
3438.190347587518,23
3417.1718874182784,23
3393.7573271539277,23
3340.66743645902,23
3316.164882784478,23
3299.8283715465136,23
3264.155306832793,23
3207.6369490488414,23
3179.4615877828433,23
3125.5494459602705,23
3092.1854299314277,23
3065.802489572866,23
3039.1948623787384,23
3009.965672059491,23
2988.188522013846,23
2926.8019170051352,23
2909.4708414799934,23
2853.3578787392576,23
2817.426868501119,23
2784.9146543483735,23
2763.331556764209,23
2744.5832209745836,23
2710.194909651186,23
2675.2618152183563,23
2648.491850126686,23
2631.2406161760273,23
2614.118891622388,23
2564.9893534474527,23
2528.097190348034,23
2491.5978421291643,23
2436.833674452483,23
2405.283530284483,23
2356.146873081281,23
2337.513791012365,23
2294.1146871638502,23
2275.8265696966077,23
2246.0224855765696,23
2225.1925285754896,23
2194.919023928298,23
2156.840211855132,23
2103.477989801057,23
2080.4348963033617,23
2044.561808106625,23
1999.6048890500279,23
1980.316663961153,23
1962.5860985049324,23
1932.9482892663584,23
1882.4442138050151,23
1852.4862738827685,23
1789.510397366652,23
1734.8422961149913,23
1671.2749257147077,23
1641.0686191731206,23
1597.9758807174803,23
1559.2510041512107,23
1528.036350283979,23
1487.6060345040394,23
1460.1283585131382,23
1439.8249026314952,23
1389.9223679970983,23
1335.1103721925606,23
1313.7427328467309,23
1278.4416859310636,23
1244.00480742703,23
1208.817229939675,23
1180.2182536852292,23
1158.2333695425536,23
1129.974265208379,23
1096.7824961391138,23
1072.341062008416,23
1035.7294828319398,23
991.8372342844814,23
941.538204692003,23
892.6556813163111,23
833.8125757763443,23
816.2109068226838,23
779.5285313096704,23
736.7320179980212,23
686.476610965572,23
644.8990733063171,23
598.406309680053,23
566.3453375709817,23
549.1330886668524,23
515.0786139667838,23
496.1128994877043,23
448.39969020344284,23
388.0757392268487,23
347.3861442495579,23
320.6115121337918,23
271.3821937854078,23
216.04896141512077,23
187.83196211962627,23
159.32530100152616,23
121.98679327578004,23
56.560147490220146,22
9953.077880908948,22
9886.555088773448,22
9855.945718072684,22
9817.028403829507,22
9771.794557395173,22
9750.9440567048,22
9731.55427207473,22
9688.308138798133,22
9641.32682032499,22
9609.19675437069,22
9568.747590231487,22
9513.71661893432,22
9473.23533508826,22
9446.523149603154,22
9417.505368326736,22
9381.119749349871,22
9356.642770577084,22
9307.894497281468,22
9286.914385144819,22
9234.19165950153,22
9213.718230771068,22
9186.419652337347,22
9133.950639857465,22
9083.768565502069,22
9051.495193880472,22
9019.44287666301,22
8993.096499357142,22
8955.809319043086,22
8931.192082853731,22
8891.90218226116,22
8860.973115653838,22
8815.321874406724,22
8790.598603710507,22
8745.316644815653,22
8700.260726211865,22
8663.556597626055,22
8615.825026403509,22
8585.885058777916,22
8567.918397981579,22
8547.845947078991,22
8489.956589130185,22
8456.264787051347,22
8439.330409547145,22
8412.194735625237,22
8376.728412894026,22
8358.368443725576,22
8305.324100905626,22
8265.019413235053,22
8224.314922102894,22
8177.2065818976525,22
8148.033367024306,22
8108.49563110319,22
8068.0006483202815,22
8039.715442180919,22
8000.916710541243,22
7949.082177895563,22
7927.346864412337,22
7901.928122918665,22
7862.53984611271,22
7830.08623780891,22
7811.177550501006,22
7768.07723173375,22
7719.555111361512,22
7661.40472792729,22
7614.192287530572,22
7571.032219840286,22
7508.610513858726,22
7447.642904597428,22
7405.906396202707,22
7378.786832780906,22
7361.313816501416,22
7302.803133257993,22
7284.982539868049,22
7249.269687716024,22
7213.4228032907085,22
7171.336614644325,22
7128.365104273624,22
7099.980830160346,22
7070.9811385252915,22
7051.9125878818895,22
7018.741041126142,22
6994.846480530449,22
6969.396677378343,22
6946.26977379877,22
6895.346427796256,22
6849.201519037227,22
6815.182970170991,22
6761.352875896351,22
6704.061271168248,22
6684.5232248830425,22
6640.0934468515225,22
6605.133541011928,22
6570.613865995612,22
6541.952042497708,22
6515.185532888566,22
6451.3199135302275,22
6435.072105287299,22
6399.106497901186,22
6375.400276796868,22
6317.048393371601,22
6270.531577251119,22
6228.551466129318,22
6159.4198371264,22
6134.991112656059,22
6104.1776666518235,22
6081.384066486292,22
6058.377437485612,22
6003.6805423933665,22
5959.843311684997,22
5935.441648205419,22
5916.664207047055,22
5883.43982580319,22
5866.637115169719,22
5820.24209670814,22
5752.227239995203,22
5734.803225912053,22
5699.525363156319,22
5645.85324661782,22
5608.408545344883,22
5556.783130426033,22
5495.726003675704,22
